season,week,celebrity_name,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge,residual,fan_score
15,4,Apolo Anton Ohno,258.75,6.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,0.5628314526353068,240.0,3.75,0,-0.802911741021493,0.599037398336145
15,5,Apolo Anton Ohno,282.5,2.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,0.7912855724565354,244.6875,23.75,0,1.281743646732009,0.3450494891285558
15,6,Apolo Anton Ohno,300.0,1.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,0.8794756275030182,252.25,17.5,0,1.879027371748955,0.28099858623685486
15,7,Apolo Anton Ohno,330.0,6.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,0.7937006900041333,260.2083333333333,30.0,0,-0.32867421519744244,0.5409920634195524
15,8,Apolo Anton Ohno,292.777,2.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,0.9419236592158944,270.17857142857144,-37.22300000000001,0,1.632359624635468,0.30657518088176067
15,9,Apolo Anton Ohno,286.11,3.0,True,Karina Smirnoff,Athlete,30,Washington,United States,Eliminated Week 9,5,9,1.2428506174229532,273.003375,-6.666999999999973,0,1.7551478663020528,0.29368077170047663
15,1,Bristol Palin,195.0,8.0,True,Mark Ballas,TV Personality,21,Alaska,United States,Eliminated Week 4,9,4,-0.886392793248158,0.0,,0,-0.9918129129041002,0.6214968521324167
15,2,Bristol Palin,180.0,10.0,True,Mark Ballas,TV Personality,21,Alaska,United States,Eliminated Week 4,9,4,-0.4812548629650118,195.0,-15.0,1,-0.27733432899002963,0.5346113482922326
15,3,Bristol Palin,225.0,6.0,True,Mark Ballas,TV Personality,21,Alaska,United States,Eliminated Week 4,9,4,0.1165205335510447,187.5,45.0,1,2.416975012526926,0.22996877869622473
15,4,Bristol Palin,240.0,7.0,True,Mark Ballas,TV Personality,21,Alaska,United States,Eliminated Week 4,9,4,0.4187997816853266,200.0,15.0,0,2.3928942516841785,0.23210785595654676
15,1,Drew Lachey,215.0,5.0,True,Anna Trebunskaya,Singer/Rapper,36,Ohio,United States,Eliminated Week 3,11,3,0.1156164512932387,0.0,,0,4.0228744045227955,0.11800730937860703
15,2,Drew Lachey,225.0,7.0,True,Anna Trebunskaya,Singer/Rapper,36,Ohio,United States,Eliminated Week 3,11,3,0.18906441045054,215.0,10.0,0,4.038489996301584,0.11719708224791768
15,3,Drew Lachey,240.0,5.0,True,Anna Trebunskaya,Singer/Rapper,36,Ohio,United States,Eliminated Week 3,11,3,0.2732205614300357,220.0,15.0,0,5.036747245696553,0.0745801167034385
15,1,Emmitt Smith,245.0,1.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,1.6186303181053323,0.0,,0,1.3365782643720046,0.3388800385107834
15,2,Emmitt Smith,225.0,7.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.18906441045054,245.0,-19.99999999999997,0,-2.861105090859053,0.806987394145399
15,3,Emmitt Smith,250.00000000000003,4.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.3776872466826967,235.0,25.00000000000003,0,-1.312410805279156,0.6584074703707328
15,4,Emmitt Smith,270.0,4.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.6492504552052948,240.0,19.99999999999997,0,-0.8174033413012172,0.6007765230057978
15,5,Emmitt Smith,280.0,3.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.773549861349751,247.5,10.0,0,-0.15673351077679332,0.5195816683854707
15,6,Emmitt Smith,265.0,6.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.6354747674335833,254.0,-15.0,1,-1.4464858500994948,0.6733207311447766
15,7,Emmitt Smith,344.999,4.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.8764604424766298,255.83333333333331,79.99899999999997,0,-0.364252818518791,0.545406161339261
15,8,Emmitt Smith,290.554,3.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,0.926912217910669,268.5712857142857,-54.44499999999999,0,0.18388813955611605,0.4770301619755701
15,9,Emmitt Smith,270.0,5.0,True,Cheryl Burke,Athlete,43,Florida,United States,Eliminated Week 9,4,9,1.130143210536982,271.319125,-20.553999999999974,1,-0.10066432297119654,0.5125803846317356
15,1,Gilles Marini,240.0,2.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,1.3681280069699848,0.0,,0,2.4787428768697177,0.22454541491967633
15,2,Gilles Marini,255.0,2.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.635943926060908,240.0,15.0,0,1.9924698514728458,0.26968232357439476
15,3,Gilles Marini,255.0,3.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.4299205893090268,247.5,0.0,0,1.238071437664014,0.35000079387854977
15,4,Gilles Marini,296.25,1.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.8508947945352668,250.0,41.25,0,2.821160841355441,0.19614252492865972
15,5,Gilles Marini,282.5,2.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.7912855724565354,261.5625,-13.75,0,2.338221410204151,0.2370157661207812
15,6,Gilles Marini,275.0,4.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.7051892988819933,265.75,-7.5,0,1.3672962486787634,0.3354475660205989
15,7,Gilles Marini,334.99800000000005,5.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.8212780780205039,267.2916666666667,59.99800000000005,0,1.1602556416804815,0.3589031826218828
15,8,Gilles Marini,292.777,2.0,True,Peta Murgatroyd,Actor/Actress,36,,France,Eliminated Week 8,6,8,0.9419236592158944,276.964,-42.22100000000006,0,2.6550693034452015,0.20956745512808658
15,1,Helio Castroneves,215.0,5.0,True,Chelsie Hightower,Racing Driver,37,,Brazil,Eliminated Week 3,10,3,0.1156164512932387,0.0,,0,3.0228744045227955,0.1807258975153107
15,2,Helio Castroneves,230.0,6.0,True,Chelsie Hightower,Racing Driver,37,,Brazil,Eliminated Week 3,10,3,0.2635443297189347,215.0,15.0,0,3.5863172174772604,0.14268590524588204
15,3,Helio Castroneves,255.0,3.0,True,Chelsie Hightower,Racing Driver,37,,Brazil,Eliminated Week 3,10,3,0.4299205893090268,222.5,25.0,0,5.154400676964545,0.07062026044307865
15,1,Joey Fatone,205.0,7.0,True,Kym Johnson,Singer/Rapper,35,New York,United States,Eliminated Week 2,12,2,-0.3853881709774596,0.0,,0,3.3072036295182166,0.16062274801964105
15,2,Joey Fatone,225.0,7.0,True,Kym Johnson,Singer/Rapper,35,New York,United States,Eliminated Week 2,12,2,0.18906441045054,205.0,20.0,0,5.0050216920217965,0.07568234773002473
15,1,Kelly Monaco,215.0,5.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.1156164512932387,0.0,,0,-3.9771255954772045,0.8795910055015854
15,2,Kelly Monaco,220.0,8.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.1145844911821454,215.0,5.0,0,-4.509337224874091,0.9050524799463197
15,3,Kelly Monaco,270.0,1.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.5866206171880178,217.5,50.0,0,-0.7530471199773046,0.59303435499922
15,4,Kelly Monaco,281.25,2.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.7356694577752828,235.0,11.25,0,-0.8486290937208358,0.6045152206751122
15,5,Kelly Monaco,257.5,5.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.6139284613886913,246.5625,-23.75,1,-2.0926707206591475,0.7400705670972197
15,6,Kelly Monaco,270.0,5.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.6703320331577883,248.75,12.5,0,-2.1676442283993618,0.7472166012877097
15,7,Kelly Monaco,360.0,3.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.9592312303184808,252.29166666666663,90.0,0,-0.8136771937281111,0.6003295919805122
15,8,Kelly Monaco,283.333,4.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,0.8781503566128595,267.67857142857144,-76.66699999999997,0,-1.3216325621738614,0.659443730829743
15,9,Kelly Monaco,271.11,4.0,True,Valentin Chmerkovskiy,Actor/Actress,36,Pennsylvania,United States,3rd Place,3,999,1.1379088977898324,269.635375,-12.22300000000007,0,-0.8576003750684076,0.6055871279291478
15,1,Kirstie Alley,190.0,9.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,-1.1368951043835072,0.0,,1,-3.6680164220509255,0.8622385267997038
15,2,Kirstie Alley,210.0,9.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,-0.0343753473546438,190.0,20.0,0,-1.27200819534265,0.6538496237130484
15,3,Kirstie Alley,240.0,5.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.2732205614300357,200.0,30.0,0,0.9698106371369777,0.38109447665061724
15,4,Kirstie Alley,225.0,8.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.3035744449253426,213.33333333333331,-15.0,1,-0.00043694291056883827,0.5000546178636038
15,5,Kirstie Alley,262.5,4.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.6493998836022601,216.25,37.5,0,2.1033726072300025,0.25890141573741704
15,6,Kirstie Alley,275.0,4.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.7051892988819933,225.5,12.5,0,2.232586323952618,0.24669951111710128
15,7,Kirstie Alley,279.999,7.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.5178109384622102,233.75,4.998999999999967,1,0.8618587168154885,0.393904431211621
15,8,Kirstie Alley,255.0,6.0,True,Maksim Chmerkoskiy,Actor/Actress,61,Kansas,United States,Eliminated Week 8,7,8,0.6868236960186416,240.357,-24.998999999999967,1,1.5982883547847964,0.3102086173844512
15,1,Melissa Rycroft,210.0,6.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,-0.1348858598421104,0.0,,0,-6.834960982979494,0.9682463998735633
15,2,Melissa Rycroft,235.0,5.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.3380242489873293,210.0,25.0,0,-4.882589713486958,0.9199225254231148
15,3,Melissa Rycroft,270.0,1.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.5866206171880178,222.5,35.0,0,-2.736312967837411,0.7970821425188592
15,4,Melissa Rycroft,277.5,3.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.7068631235852868,238.33333333333331,7.5,0,-3.3048605363950863,0.839219237655753
15,5,Melissa Rycroft,282.5,2.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.7912855724565354,248.125,5.0,0,-2.706751623671814,0.7946809841410017
15,6,Melissa Rycroft,295.0,2.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.8446183617788132,255.0,12.5,0,-2.58981320437659,0.7849765245823238
15,7,Melissa Rycroft,389.999,1.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,1.124756252948151,261.6666666666667,94.99899999999997,0,-1.6574718463593974,0.6960875811048713
15,8,Melissa Rycroft,300.0,1.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,0.9906990260839292,279.99985714285714,-89.99899999999997,0,-1.8322134732782813,0.7142481627572934
15,9,Melissa Rycroft,287.777,2.0,True,Tony Dovolani,TV Personality,29,Texas,United States,1st Place,1,999,1.2545131405315135,282.499875,-12.223000000000011,0,-1.7758748539248792,0.7084643465794422
15,1,Pamela Anderson,170.0,10.0,True,Tristan MacManus,Model,45,,Canada,Eliminated Week 1,13,1,-2.138904348924904,0.0,,1,0.1506047256867049,0.4811833000388041
15,1,Sabrina Bryan,225.0,3.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.6166210735639371,0.0,,0,2.7385451795273745,0.20273739592097093
15,2,Sabrina Bryan,260.0,1.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.7104238453293026,225.0,35.0,0,4.4900946162288395,0.09577753093678834
15,3,Sabrina Bryan,255.0,3.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.4299205893090268,242.5,-5.0,0,3.22133728552412,0.16649580201656414
15,4,Sabrina Bryan,266.25,5.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.6204441210152988,246.66666666666663,11.25,0,2.7375213174511286,0.20282015445797788
15,5,Sabrina Bryan,292.5,1.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.8622284168836731,251.5625,26.25,0,4.8463508805275435,0.08142243941353516
15,6,Sabrina Bryan,300.0,1.0,True,Louis van Amstel,Actor/Actress,28,California,United States,Eliminated Week 6,8,6,0.8794756275030182,259.75,7.5,0,4.904128599958796,0.0792877219151759
15,1,Shawn Johnson,220.0,4.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.3661187624285879,0.0,,0,-4.119290207974915,0.8869185808703751
15,2,Shawn Johnson,250.00000000000003,3.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.5614640067925137,220.0,30.00000000000003,0,-2.6222939782624053,0.7877050253684454
15,3,Shawn Johnson,265.0,2.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.5343872745616876,235.0,14.999999999999972,0,-2.203124450081112,0.7505527050578363
15,4,Shawn Johnson,296.25,1.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.8508947945352668,245.0,31.25,0,-1.1955733107844528,0.6451497647649425
15,5,Shawn Johnson,282.5,2.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.7912855724565354,257.8125,-13.75,0,-1.6743292039007693,0.6978677125701118
15,6,Shawn Johnson,280.0,3.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.7400465646061983,262.75,-2.5,0,-2.1646998828026867,0.7469384302826013
15,7,Shawn Johnson,379.9980000000001,2.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,1.0695738884920252,265.625,99.99800000000003,0,-1.1580646143699664,0.6408447098478872
15,8,Shawn Johnson,278.333,5.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,0.8443864310500494,281.964,-101.66500000000008,0,-2.749940439608033,0.798181980564707
15,9,Shawn Johnson,295.0,1.0,True,Derek Hough,Athlete,20,Iowa,United States,2nd Place,2,999,1.3050460765921823,281.510125,16.66700000000003,0,-0.2735352489281371,0.5341387078978674
16,1,Alexandra Raisman,210.0,2.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.6524867449207964,0.0,,0,-0.7816344708214791,0.5964794165947214
16,2,Alexandra Raisman,240.0,2.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.9973807251555484,210.0,30.0,0,0.5286223569361566,0.4343042219137975
16,3,Alexandra Raisman,230.0,3.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.478471423947067,225.0,-10.0,0,-0.7517251983444337,0.5928748258655842
16,4,Alexandra Raisman,270.0,1.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.9040380695488068,226.66666666666663,40.0,0,0.8366633215311605,0.39691603790353225
16,5,Alexandra Raisman,250.00000000000003,4.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.6878667548004486,237.5,-19.99999999999997,0,-0.7577599324502389,0.5936029360292534
16,6,Alexandra Raisman,260.0,2.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,0.8752983632429318,240.0,9.999999999999972,0,0.4140175272311821,0.44843183033992196
16,7,Alexandra Raisman,320.0,1.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,1.188639884909097,243.33333333333331,60.0,0,1.393680551886015,0.33251315123775094
16,8,Alexandra Raisman,280.0,2.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,1.099360078795953,254.28571428571428,-40.0,0,0.8564437395254387,0.3945510124875733
16,9,Alexandra Raisman,295.0,1.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,1.219271087131245,257.5,15.0,0,1.495041226436372,0.3213617866276842
16,10,Alexandra Raisman,290.0,2.0,True,Mark Ballas,Athlete,18,Massachusetts,United States,Eliminated Week 10,4,10,1.3358441552414568,261.6666666666667,-5.0,0,1.2976389722521717,0.3432556127170336
16,1,Andy Dick,170.0,6.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,-0.7092247227399967,0.0,,1,-1.664846649912608,0.6968670851924245
16,2,Andy Dick,200.0,4.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,-0.090670975014141,170.0,30.0,0,0.6451792896060251,0.420044761539125
16,3,Andy Dick,180.0,5.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,-0.2217238287047124,185.0,-20.0,0,0.0479190666681486,0.4940104031956879
16,4,Andy Dick,210.0,5.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,0.253130659473666,183.33333333333331,30.0,0,0.878648076612274,0.39190204917543625
16,5,Andy Dick,180.0,7.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,0.0529128272923422,190.0,-30.0,1,-0.10333714360252166,0.5129142700390726
16,6,Andy Dick,215.0,6.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,0.4925768117035121,188.0,35.0,0,0.8993215890407136,0.38944141821887107
16,7,Andy Dick,170.0,7.0,True,Sharna Burgess,Comedian,47,South Carolina,United States,Eliminated Week 7,7,7,0.1188639884909096,192.5,-45.0,1,0.021182192037516145,0.49735225074539047
16,1,D. L. Hughley,120.0,7.0,True,Cheryl Burke,Comedian,50,Virginia,United States,Eliminated Week 5,9,5,-2.411364057315988,0.0,,1,-3.079284791391798,0.8234127340654253
16,2,D. L. Hughley,160.0,6.0,True,Cheryl Burke,Comedian,50,Virginia,United States,Eliminated Week 5,9,5,-1.178722675183831,120.0,40.0,1,-0.0901002036484293,0.5112606210569781
16,3,D. L. Hughley,160.0,6.0,True,Cheryl Burke,Comedian,50,Virginia,United States,Eliminated Week 5,9,5,-0.5018019297654243,140.0,0.0,0,0.9873878437453456,0.37902376095298945
16,4,D. L. Hughley,210.0,5.0,True,Cheryl Burke,Comedian,50,Virginia,United States,Eliminated Week 5,9,5,0.253130659473666,146.66666666666666,50.0,0,2.755930960919719,0.2013359512762984
16,5,D. L. Hughley,180.0,7.0,True,Cheryl Burke,Comedian,50,Virginia,United States,Eliminated Week 5,9,5,0.0529128272923422,162.5,-30.0,1,1.8046250196280624,0.2885755078198882
16,1,Dorothy Hamill,210.0,2.0,True,Tristan MacManus,Athlete,56,Illinois,United States,Withdrew,12,-1,0.6524867449207964,0.0,,0,7.218365529178521,0.026360286199767127
16,2,Dorothy Hamill,150.0,7.0,True,Tristan MacManus,Athlete,56,Illinois,United States,Withdrew,12,-1,-1.450735600226253,210.0,-60.0,1,2.3153949560257843,0.2390859171193253
16,1,Ingo Rademacher,200.0,3.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.3120588780055981,0.0,,0,-0.7978454851831271,0.5984288099502963
16,2,Ingo Rademacher,200.0,4.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,-0.090670975014141,200.0,0.0,0,-1.2544157975546115,0.6518560924617053
16,3,Ingo Rademacher,210.0,4.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.1983933228863552,200.0,10.0,0,-0.7453198127076623,0.5921015488851089
16,4,Ingo Rademacher,230.0,4.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.4700997961653795,203.33333333333331,20.0,0,-0.25563808356452533,0.5319113257791777
16,5,Ingo Rademacher,210.0,6.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.3250359390815305,210.0,-20.0,0,-1.3221187752024477,0.6594983250143372
16,6,Ingo Rademacher,230.0,4.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.620150662216652,210.0,20.0,0,0.030941598822946226,0.496132377288375
16,7,Ingo Rademacher,250.00000000000003,5.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.6894111332472765,213.33333333333331,20.00000000000003,0,-0.2525759627279722,0.5315301012520567
16,8,Ingo Rademacher,240.0,5.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.8070094761244531,218.57142857142856,-10.000000000000028,0,-0.02793239505437306,0.5034914926293182
16,9,Ingo Rademacher,255.0,4.0,True,Kym Johnson,Actor/Actress,41,,Germany,Eliminated Week 9,5,9,0.9445057717213872,221.25,15.0,1,0.8214749864800472,0.39873529729801316
16,1,Jacoby Jones,200.0,3.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.3120588780055981,0.0,,0,-2.797845485183127,0.8020128884280406
16,2,Jacoby Jones,230.0,3.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.7253678001131262,200.0,30.0,0,-1.400565526187508,0.6682504614043954
16,3,Jacoby Jones,259.99800000000005,1.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.8985605677280293,215.0,29.998000000000047,0,-0.21202993279955828,0.5264789461226664
16,4,Jacoby Jones,240.0,3.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.5785843645112364,229.9993333333333,-19.998000000000047,0,-1.5586757714490993,0.6855373956118126
16,5,Jacoby Jones,260.0,3.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.7785744587301777,232.4995,20.0,0,-1.1980883902185173,0.645437602698804
16,6,Jacoby Jones,225.0,5.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.5776260453789387,237.9996,-35.0,0,-2.3668964789088074,0.7655672398616549
16,7,Jacoby Jones,270.0,4.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.8320479194363679,235.833,45.0,0,-1.5094092549990235,0.6802029486552681
16,8,Jacoby Jones,260.0,4.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,0.953184777460203,240.714,-10.0,0,-1.279728841315812,0.6547228120677777
16,9,Jacoby Jones,295.0,1.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,1.219271087131245,243.12475,35.0,0,0.44692970232657014,0.4443651125651323
16,10,Jacoby Jones,279.999,3.0,True,Karina Smirnoff,Athlete,28,Louisiana,United States,3rd Place,3,999,1.2664427442642154,248.8886666666667,-15.001000000000031,1,-0.10237797224417333,0.5127944528640063
16,1,Kellie Pickler,210.0,2.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.6524867449207964,0.0,,0,-3.781634470821479,0.868848683141247
16,2,Kellie Pickler,260.0,1.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,1.5414065752403934,210.0,50.0,0,-1.096592717958353,0.6337402430237955
16,3,Kellie Pickler,250.00000000000003,2.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.7585495250077792,235.0,-9.999999999999972,0,-2.8083330404008864,0.8028442200403932
16,4,Kellie Pickler,260.0,2.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.79555350120295,240.0,9.999999999999972,0,-2.7264280046854004,0.7962815607894947
16,5,Kellie Pickler,270.0,2.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.8692821626599072,245.0,10.0,0,-2.5798439686667387,0.7841339839237784
16,6,Kellie Pickler,270.0,1.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.9603475969183584,250.0,0.0,0,-1.986072419105318,0.7296872132828902
16,7,Kellie Pickler,290.0,3.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,0.9746847056254596,253.33333333333331,20.0,0,-2.782974468189683,0.8008295654634031
16,8,Kellie Pickler,275.0,3.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,1.0628162534620156,258.57142857142856,-15.0,0,-2.6102274064161373,0.7866943529262164
16,9,Kellie Pickler,290.0,2.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,1.184925422705013,260.625,15.0,0,-1.9716432632523033,0.7282618268122905
16,10,Kellie Pickler,300.0,1.0,True,Derek Hough,Singer/Rapper,26,North Carolina,United States,1st Place,1,999,1.4052386267715449,263.8888888888889,10.0,0,-1.1560528248106077,0.6406131575357333
16,1,Lisa Vanderpump,180.0,5.0,True,Gleb Savchenko,TV Personality,52,,England,Eliminated Week 4,10,4,-0.3687968558247985,0.0,,0,2.169732486093576,0.25258623044136863
16,2,Lisa Vanderpump,180.0,5.0,True,Gleb Savchenko,TV Personality,52,,England,Eliminated Week 4,10,4,-0.6346968250989858,180.0,0.0,0,2.3038626687803223,0.24013649376516646
16,3,Lisa Vanderpump,210.0,4.0,True,Gleb Savchenko,TV Personality,52,,England,Eliminated Week 4,10,4,0.1983933228863552,180.0,30.0,0,4.187743578732762,0.10969387922517475
16,4,Lisa Vanderpump,180.0,7.0,True,Gleb Savchenko,TV Personality,52,,England,Eliminated Week 4,10,4,-0.0723230455639044,190.0,-30.0,1,2.676099194634361,0.20783098454521035
16,1,Sean Lowe,190.0,4.0,True,Peta Murgatroyd,TV Personality,29,Texas,United States,Eliminated Week 8,6,8,-0.0283689889096001,0.0,,0,-0.8140564995447761,0.6003750952903301
16,2,Sean Lowe,200.0,4.0,True,Peta Murgatroyd,TV Personality,29,Texas,United States,Eliminated Week 8,6,8,-0.090670975014141,190.0,10.0,0,-0.2878841018343996,0.535923508266917
16,3,Sean Lowe,210.0,4.0,True,Peta Murgatroyd,TV Personality,29,Texas,United States,Eliminated Week 8,6,8,0.1983933228863552,195.0,10.0,0,0.2379460351524436,0.4702917796210566
16,4,Sean Lowe,200.0,6.0,True,Peta Murgatroyd,TV Personality,29,Texas,United States,Eliminated Week 8,6,8,0.1446460911278091,200.0,-10.0,0,-0.6732871481776908,0.5833749772620173
