season,celebrity_name,week,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge
20,Riker Lynch,8,292.5,2.0,True,Allison Holker,Actor/Actress,23,Colorado,United States,2nd Place,2,999,1.1478366790035872,261.42857142857144,15.0,False
20,Riker Lynch,9,300.0,1.0,True,Allison Holker,Actor/Actress,23,Colorado,United States,2nd Place,2,999,1.392349561142193,265.3125,7.5,False
20,Riker Lynch,10,300.0,1.0,True,Allison Holker,Actor/Actress,23,Colorado,United States,2nd Place,2,999,1.7318131750959918,269.1666666666667,0.0,False
20,Riker Lynch,11,,,False,Allison Holker,Actor/Actress,23,Colorado,United States,2nd Place,2,999,0.0,272.25,,False
20,Robert Herjavec,1,210.0,4.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.46800272293285466,,,False
20,Robert Herjavec,2,210.0,4.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,-0.2598242144963177,210.0,0.0,False
20,Robert Herjavec,3,217.5,5.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.3130404103523074,210.0,7.5,False
20,Robert Herjavec,4,255.0,4.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.5278211512606537,212.5,37.5,False
20,Robert Herjavec,5,180.0,6.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.027677777918310068,223.125,-75.0,True
20,Robert Herjavec,6,251.25,6.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.5679183796777195,214.5,71.25,True
20,Robert Herjavec,7,232.5,5.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.5202585753374984,220.625,-18.75,True
20,Robert Herjavec,8,232.5,6.0,True,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.7182369862770984,222.32142857142858,0.0,True
20,Robert Herjavec,9,,4.0,False,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,-0.6767767216697347,223.59375,-232.5,True
20,Robert Herjavec,10,,3.0,False,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,-0.5518965063492721,198.75,0.0,True
20,Robert Herjavec,11,,,False,Kym Johnson,Entrepreneur,52,,Croatia,Eliminated Week 8,6,8,0.0,178.875,,False
20,Rumer Willis,1,240.0,1.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,1.716009984087134,,,False
20,Rumer Willis,2,240.0,2.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.8739541760330687,240.0,0.0,False
20,Rumer Willis,3,247.5,2.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.7423529731211861,240.0,7.5,False
20,Rumer Willis,4,262.5,3.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.6041326430091819,242.5,15.0,False
20,Rumer Willis,5,292.5,1.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,1.0240777829774725,247.5,30.0,False
20,Rumer Willis,6,266.25,3.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.6824565402849906,256.5,-26.25,False
20,Rumer Willis,7,277.5,4.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.8377044857129211,258.125,11.25,False
20,Rumer Willis,8,300.0,1.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,1.2015366405943984,260.89285714285717,22.5,False
20,Rumer Willis,9,292.5,2.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,1.340621404071895,265.78125,-7.5,False
20,Rumer Willis,10,300.0,1.0,True,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,1.7318131750959918,268.75,7.5,False
20,Rumer Willis,11,,,False,Valentin Chmerkovskiy,Actor/Actress,26,Kentucky,United States,1st Place,1,999,0.0,271.875,,False
20,Suzanne Somers,1,187.5,6.0,True,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.46800272293285466,,,True
20,Suzanne Somers,2,210.0,4.0,True,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.2598242144963177,187.5,22.5,False
20,Suzanne Somers,3,187.5,7.0,True,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.11627215241657132,198.75,-22.5,False
20,Suzanne Somers,4,210.0,7.0,True,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,0.06995220076948422,195.0,22.5,False
20,Suzanne Somers,5,210.0,4.0,True,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,0.2933844459340867,198.75,0.0,False
20,Suzanne Somers,6,,7.0,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-1.3505958104940723,201.0,-210.0,True
20,Suzanne Somers,7,,6.0,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-1.1198786282688524,167.5,0.0,True
20,Suzanne Somers,8,,7.0,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.9464618230380456,143.57142857142858,0.0,True
20,Suzanne Somers,9,,4.0,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.6767767216697347,125.625,0.0,True
20,Suzanne Somers,10,,3.0,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,-0.5518965063492721,111.66666666666667,0.0,True
20,Suzanne Somers,11,,,False,Tony Dovolani,Actor/Actress,68,California,United States,Eliminated Week 5,9,5,0.0,100.5,,False
20,Willow Shields,1,187.5,6.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,-0.46800272293285466,,,True
20,Willow Shields,2,240.0,2.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.8739541760330687,187.5,52.5,False
20,Willow Shields,3,240.0,3.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.6350248324289665,213.75,0.0,False
20,Willow Shields,4,292.5,1.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.9093786100032948,222.5,52.5,False
20,Willow Shields,5,255.0,3.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.6919444479577517,240.0,-37.5,False
20,Willow Shields,6,273.75,2.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.7397256205886262,243.0,18.75,False
20,Willow Shields,7,292.5,2.0,True,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.9435197891713955,248.125,18.75,False
20,Willow Shields,8,,7.0,False,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,-0.9464618230380456,254.46428571428572,-292.5,True
20,Willow Shields,9,,4.0,False,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,-0.6767767216697347,222.65625,0.0,True
20,Willow Shields,10,,3.0,False,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,-0.5518965063492721,197.91666666666666,0.0,True
20,Willow Shields,11,,,False,Mark Ballas,Actor/Actress,14,New Mexico,United States,Eliminated Week 7,7,7,0.0,178.125,,False
21,Alek Skarlatos,1,220.0,3.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.6188222706555673,,,False
21,Alek Skarlatos,2,225.0,4.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.5595380708016265,220.0,5.0,False
21,Alek Skarlatos,3,247.5,2.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.6794104083446525,222.5,22.5,False
21,Alek Skarlatos,4,240.0,4.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.534106530940581,230.83333333333334,-7.5,False
21,Alek Skarlatos,5,217.5,7.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.35255277776253935,233.125,-22.5,False
21,Alek Skarlatos,6,225.0,5.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.34060350647130794,230.0,7.5,False
21,Alek Skarlatos,7,265.0,5.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.6784993130041309,229.16666666666666,40.0,True
21,Alek Skarlatos,8,250.00000000000003,5.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.6936026811312529,234.28571428571428,-14.999999999999972,False
21,Alek Skarlatos,9,255.0,4.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,0.8982752764289387,236.25,4.999999999999972,False
21,Alek Skarlatos,10,285.0,2.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,1.3578667305059053,238.33333333333334,30.0,False
21,Alek Skarlatos,11,279.99899999999997,2.0,True,Lindsay Arnold,Military,22,California,United States,3rd Place,3,999,1.3344701427965786,243.0,-5.001000000000033,True
21,Alexa PenaVega,1,220.0,3.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.6188222706555673,,,False
21,Alexa PenaVega,2,230.0,3.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.7248561371748343,220.0,10.0,False
21,Alexa PenaVega,3,270.0,1.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.8930959400014384,225.0,40.0,False
21,Alexa PenaVega,4,210.0,6.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.26002554795791444,240.0,-60.0,False
21,Alexa PenaVega,5,300.0,1.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,1.0159086622367912,232.5,90.0,False
21,Alexa PenaVega,6,225.0,5.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.34060350647130794,246.0,-75.0,False
21,Alexa PenaVega,7,275.0,3.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.7499202933203553,242.5,50.0,False
21,Alexa PenaVega,8,269.998,4.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,0.8312498853611694,247.14285714285714,-5.0020000000000095,False
21,Alexa PenaVega,9,300.0,1.0,True,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,1.2129405678726088,249.99975,30.00200000000001,False
21,Alexa PenaVega,10,,4.0,False,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,-0.638520664940277,255.55533333333335,-300.0,True
21,Alexa PenaVega,11,,3.0,False,Mark Ballas,Actor/Actress,27,Florida,United States,Eliminated Week 9,6,9,-0.6401142745532987,229.9998,0.0,True
21,Andy Grammer,1,210.0,4.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.3953586729188346,,,False
21,Andy Grammer,2,220.0,5.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.3942200044284188,210.0,10.0,False
21,Andy Grammer,3,217.5,6.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.39449636613560474,215.0,-2.5,False
21,Andy Grammer,4,230.0,5.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.44274620327969216,215.83333333333334,12.5,False
21,Andy Grammer,5,270.0,4.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.7746883406097905,219.375,40.0,False
21,Andy Grammer,6,300.0,1.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.9156483875267627,229.5,30.0,False
21,Andy Grammer,7,280.0,2.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.7856307834784674,241.25,-20.0,False
21,Andy Grammer,8,239.99800000000002,6.0,True,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,0.6247584298707455,246.78571428571428,-40.00199999999998,True
21,Andy Grammer,9,,6.0,False,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,-0.8848280417518588,245.93725,-239.99800000000002,True
21,Andy Grammer,10,,4.0,False,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,-0.638520664940277,218.6108888888889,0.0,True
21,Andy Grammer,11,,3.0,False,Allison Holker,Singer/Rapper,31,California,United States,Eliminated Week 8,7,8,-0.6401142745532987,196.7498,0.0,True
21,Bindi Irwin,1,240.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,1.0657494661290328,,,False
21,Bindi Irwin,2,240.0,2.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,1.0554922699212497,240.0,0.0,False
21,Bindi Irwin,3,240.0,3.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.6081818977923906,240.0,0.0,False
21,Bindi Irwin,4,280.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.8995478415841366,240.0,40.0,False
21,Bindi Irwin,5,277.5,3.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.8349934210165407,250.0,-2.5,False
21,Bindi Irwin,6,300.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.9156483875267627,255.5,22.5,False
21,Bindi Irwin,7,290.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.8570517637946917,262.9166666666667,-10.0,False
21,Bindi Irwin,8,280.0,3.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,0.9000941366216769,266.7857142857143,-10.0,False
21,Bindi Irwin,9,300.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,1.2129405678726088,268.4375,20.0,False
21,Bindi Irwin,10,315.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,1.5680127721318193,271.94444444444446,15.0,False
21,Bindi Irwin,11,300.0,1.0,True,Derek Hough,TV Personality,17,,Australia,1st Place,1,999,1.4755194427277034,276.25,-15.0,False
21,Carlos PenaVega,1,230.0,2.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.8422858683923,,,False
21,Carlos PenaVega,2,225.0,4.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.5595380708016265,230.0,-5.0,False
21,Carlos PenaVega,3,232.5,4.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.5369533872401286,227.5,7.5,False
21,Carlos PenaVega,4,250.00000000000003,3.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.6254668586014702,229.16666666666666,17.50000000000003,False
21,Carlos PenaVega,5,292.5,2.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.955603581830041,234.375,42.49999999999997,False
21,Carlos PenaVega,6,285.0,3.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.8006394113156717,246.0,-7.5,False
21,Carlos PenaVega,7,280.0,2.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.7856307834784674,252.5,-5.0,False
21,Carlos PenaVega,8,289.99800000000005,2.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,0.9689108556881192,256.42857142857144,9.998000000000047,False
21,Carlos PenaVega,9,270.0,3.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,1.003163706910162,260.62475,-19.998000000000047,False
21,Carlos PenaVega,10,315.0,1.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,1.5680127721318193,261.66644444444444,45.0,False
21,Carlos PenaVega,11,300.0,1.0,True,Witney Carson,Actor/Actress,26,Missouri,United States,Eliminated Week 11,4,11,1.4755194427277034,266.9998,-15.0,False
21,Chaka Khan,1,130.0,6.0,True,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.3923501089750274,,,True
21,Chaka Khan,2,150.0,8.0,True,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.9202329247964895,130.0,20.0,True
21,Chaka Khan,3,,9.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.6711304398799918,140.0,-150.0,True
21,Chaka Khan,4,,9.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.6585413329207521,93.33333333333333,0.0,True
21,Chaka Khan,5,,9.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.3962945540332155,70.0,0.0,True
21,Chaka Khan,6,,7.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.3845311366950566,56.0,0.0,True
21,Chaka Khan,7,,6.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.2141566653758131,46.666666666666664,0.0,True
21,Chaka Khan,8,,7.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-1.0271594479556152,40.0,0.0,True
21,Chaka Khan,9,,6.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-0.8848280417518588,35.0,0.0,True
21,Chaka Khan,10,,4.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-0.638520664940277,31.11111111111111,0.0,True
21,Chaka Khan,11,,3.0,False,Keo Motsepe,Singer/Rapper,62,Illinois,United States,Eliminated Week 2,13,2,-0.6401142745532987,28.0,0.0,True
21,Gary Busey,1,150.0,5.0,True,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-0.9454229135015619,,,False
21,Gary Busey,2,165.0,7.0,True,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-1.4242787256768663,150.0,15.0,True
21,Gary Busey,3,187.5,7.0,True,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,0.10958232392655694,157.5,22.5,False
21,Gary Busey,4,160.0,8.0,True,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-0.19677609034652996,167.5,-27.5,True
21,Gary Busey,5,,9.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-1.3962945540332155,165.625,-160.0,True
21,Gary Busey,6,,7.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-1.3845311366950566,132.5,0.0,True
21,Gary Busey,7,,6.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-1.2141566653758131,110.41666666666667,0.0,True
21,Gary Busey,8,,7.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-1.0271594479556152,94.64285714285714,0.0,True
21,Gary Busey,9,,6.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-0.8848280417518588,82.8125,0.0,True
21,Gary Busey,10,,4.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-0.638520664940277,73.61111111111111,0.0,True
21,Gary Busey,11,,3.0,False,Anna Trebunskaya,Actor/Actress,71,Texas,United States,Eliminated Week 4,10,4,-0.6401142745532987,66.25,0.0,True
21,Hayes Grier,1,210.0,4.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.3953586729188346,,,False
21,Hayes Grier,2,225.0,4.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.5595380708016265,210.0,15.0,False
21,Hayes Grier,3,225.0,5.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.46572487668786666,217.5,0.0,False
21,Hayes Grier,4,270.0,2.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.8081875139232477,220.0,45.0,False
21,Hayes Grier,5,225.0,6.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.41285785816928955,232.5,-45.0,False
21,Hayes Grier,6,240.0,4.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.4556124826823989,231.0,15.0,False
21,Hayes Grier,7,280.0,2.0,True,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,0.7856307834784674,232.5,40.0,False
21,Hayes Grier,8,,7.0,False,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,-1.0271594479556152,239.28571428571428,-280.0,True
21,Hayes Grier,9,,6.0,False,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,-0.8848280417518588,209.375,0.0,True
21,Hayes Grier,10,,4.0,False,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,-0.638520664940277,186.11111111111111,0.0,True
21,Hayes Grier,11,,3.0,False,Emma Slater,Social Media Personality,15,North Carolina,United States,Eliminated Week 7,8,7,-0.6401142745532987,167.5,0.0,True
21,Kim Zolciak-Biermann,1,120.0,7.0,True,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.6158137067117602,,,True
21,Kim Zolciak-Biermann,2,185.0,6.0,True,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-0.7630064601840354,120.0,65.0,False
21,Kim Zolciak-Biermann,3,0.0,9.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.6711304398799918,152.5,-185.0,True
21,Kim Zolciak-Biermann,4,0.0,9.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.6585413329207521,101.66666666666667,0.0,True
21,Kim Zolciak-Biermann,5,0.0,9.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.3962945540332155,76.25,0.0,True
21,Kim Zolciak-Biermann,6,0.0,7.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.3845311366950566,61.0,0.0,True
21,Kim Zolciak-Biermann,7,0.0,6.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.2141566653758131,50.833333333333336,0.0,True
21,Kim Zolciak-Biermann,8,0.0,7.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-1.0271594479556152,43.57142857142857,0.0,True
21,Kim Zolciak-Biermann,9,0.0,6.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-0.8848280417518588,38.125,0.0,True
21,Kim Zolciak-Biermann,10,0.0,4.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-0.638520664940277,33.888888888888886,0.0,True
21,Kim Zolciak-Biermann,11,0.0,3.0,False,Tony Dovolani,TV Personality,37,Florida,United States,Withdrew,11,-1,-0.6401142745532987,30.5,0.0,True
21,Nick Carter,1,240.0,1.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,1.0657494661290328,,,False
21,Nick Carter,2,225.0,4.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.5595380708016265,240.0,-15.0,False
21,Nick Carter,3,270.0,1.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.8930959400014384,232.5,45.0,False
21,Nick Carter,4,270.0,2.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.8081875139232477,245.0,0.0,False
21,Nick Carter,5,262.5,5.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.7143832602030403,251.25,-7.5,False
21,Nick Carter,6,292.5,2.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.8581438994212173,253.5,30.0,False
21,Nick Carter,7,270.0,4.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,0.714209803162243,260.0,-22.5,False
21,Nick Carter,8,330.0,1.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,1.2442465624390504,261.42857142857144,60.0,False
21,Nick Carter,9,275.0,2.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,1.0381265170705698,270.0,-55.0,False
21,Nick Carter,10,270.0,3.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,1.2527937096929485,270.55555555555554,-5.0,True
21,Nick Carter,11,300.0,1.0,True,Sharna Burgess,Singer/Rapper,35,New York,United States,2nd Place,2,999,1.4755194427277034,270.5,30.0,False
21,Paula Deen,1,150.0,5.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.9454229135015619,,,False
21,Paula Deen,2,185.0,6.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.7630064601840354,150.0,35.0,False
21,Paula Deen,3,150.0,8.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.24656022883475281,167.5,-35.0,True
21,Paula Deen,4,180.0,7.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.014055435024752216,161.66666666666666,30.0,False
21,Paula Deen,5,195.0,8.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,0.1716375365422889,166.25,15.0,True
21,Paula Deen,6,180.0,6.0,True,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.004423422161964953,172.0,-15.0,True
21,Paula Deen,7,,6.0,False,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-1.2141566653758131,173.33333333333334,-180.0,True
21,Paula Deen,8,,7.0,False,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-1.0271594479556152,148.57142857142858,0.0,True
21,Paula Deen,9,,6.0,False,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.8848280417518588,130.0,0.0,True
21,Paula Deen,10,,4.0,False,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.638520664940277,115.55555555555556,0.0,True
21,Paula Deen,11,,3.0,False,Louis van Amstel,TV Personality,68,Georgia,United States,Eliminated Week 6,9,6,-0.6401142745532987,104.0,0.0,True
21,Tamar Braxton,1,230.0,2.0,True,Valentin Chmerkovskiy,Singer/Rapper,38,Maryland,United States,Withdrew,5,-1,0.8422858683923,,,False
21,Tamar Braxton,2,244.99999999999997,1.0,True,Valentin Chmerkovskiy,Singer/Rapper,38,Maryland,United States,Withdrew,5,-1,1.2208103362944565,230.0,14.999999999999972,False
21,Tamar Braxton,3,247.5,2.0,True,Valentin Chmerkovskiy,Singer/Rapper,38,Maryland,United States,Withdrew,5,-1,0.6794104083446525,237.5,2.5000000000000284,False
21,Tamar Braxton,4,270.0,2.0,True,Valentin Chmerkovskiy,Singer/Rapper,38,Maryland,United States,Withdrew,5,-1,0.8081875139232477,240.83333333333334,22.5,False
